limit_bal,gender,education,marriage,age,pay_stat_sep,pay_stat_aug,pay_stat_jul,pay_stat_jun,pay_stat_may,pay_stat_apr,bill_amt_sep,bill_amt_aug,bill_amt_jul,bill_amt_jun,bill_amt_may,bill_amt_apr,pay_amt_sep,pay_amt_aug,pay_amt_jul,pay_amt_jun,pay_amt_may,pay_amt_apr,pay_status_total,total_bill_amount,total_paid_amount,default
170000,2,1.0,2.0,31,-1,-1,-1,-1,-1,-1,1561,1239,7315,10730,1686,9445,1239,7352,10730,1686,9445,3444,-6,31976,33896,0
80000,2,1.0,2.0,29,0,0,0,0,0,0,33947,37339,36601,40589,42675,44567,4000,2500,5000,3000,2500,10000,0,235718,27000,0
300000,2,1.0,2.0,28,-1,-1,-1,-1,-1,-1,986,2939,27754,10534,1954,2140,2964,27968,10597,1954,2140,390,-6,46307,46013,0
20000,1,3.0,2.0,27,0,0,0,0,2,2,13621,14984,16431,18835,18235,19535,1596,2000,3000,0,1600,0,4,101641,8196,0
230000,2,1.0,1.0,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0
80000,2,2.0,2.0,28,0,0,0,0,0,0,79688,78165,68579,50312,44277,44488,2800,2398,2000,2000,1700,2005,0,365509,12903,0
260000,1,2.0,2.0,32,-1,-1,-1,-1,-1,-1,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,-6,7188,7188,1
230000,2,2.0,1.0,30,0,0,0,0,0,0,234521,228486,216287,215927,174259,174486,9800,8502,8350,6200,6500,6500,0,1243966,45852,0
150000,2,1.0,1.0,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,1
500000,1,4.0,1.0,53,0,0,0,0,0,0,431243,415022,421996,426103,125218,126650,11000,12602,11000,4711,6000,11000,0,1946232,56313,0
150000,2,1.0,1.0,38,-1,-1,-1,-1,-1,-1,110,564,13347,13155,10610,8394,567,13504,13221,10663,8436,2468,-6,46180,48859,1
80000,2,2.0,1.0,28,2,0,0,0,0,0,52062,49884,22348,22063,8723,7254,2158,1708,1411,4,21,220,2,162334,5522,1
90000,2,2.0,2.0,34,0,0,0,0,0,0,30026,29239,14027,13559,14331,14948,2000,1518,1500,1000,1000,1000,0,116130,8018,0
350000,1,1.0,1.0,42,2,-1,-1,-1,-1,-1,671,671,671,671,671,30727,671,671,671,671,30727,821,-3,34082,34232,1
470000,1,3.0,2.0,37,2,2,0,0,0,0,519901,499024,494290,470617,398523,389927,0,20600,19000,14000,13600,13600,4,2772282,80800,1
200000,1,3.0,1.0,43,-1,-1,-1,0,0,-1,1435,1270,3783,2522,1261,1436,1270,4000,0,0,1436,1261,-4,11707,7967,0
200000,2,2.0,1.0,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,2865,-9,0,2865,0
180000,2,1.0,1.0,53,-1,-1,-1,0,0,-1,46122,1260,29366,5400,0,1599,1260,29366,54,0,1599,0,-4,83747,32279,0
50000,2,2.0,1.0,29,2,2,7,7,7,6,2550,2550,2550,2550,2550,1950,0,0,0,0,0,0,31,14700,0,1
500000,1,1.0,1.0,40,-2,-2,-2,-2,-2,-2,5255,721,17252,7388,6069,0,721,17252,7421,6069,0,0,-12,36685,31463,1
30000,2,2.0,2.0,46,0,0,0,0,0,0,32006,60079,26882,27570,28075,29065,1755,1500,1135,1100,1455,775,0,203677,7720,0
240000,2,1.0,2.0,29,0,0,0,0,0,-2,3093,2322,8186,3980,0,0,2000,2020,2500,0,0,85,-2,17581,6605,0
50000,2,2.0,1.0,33,0,0,0,0,0,0,37541,36504,26901,26021,19438,12198,1434,1555,1148,1000,422,372,0,158603,5931,0
360000,1,1.0,2.0,28,-1,-1,0,0,0,0,9179,10977,14190,16328,17383,17194,10977,8500,4000,1700,371,1150,-2,85251,26698,0
390000,2,1.0,2.0,27,1,-2,-1,-1,-1,0,0,0,6757,0,3339,3339,0,6757,0,3339,0,0,-4,13435,10096,0
200000,1,2.0,1.0,46,-1,2,-1,-1,2,-1,7340,5980,4486,9790,4944,4696,0,4486,10000,0,4696,4696,0,37236,23878,0
240000,1,2.0,2.0,27,0,0,0,0,0,0,81861,81446,82907,84832,87123,85363,15000,4000,4000,4000,3000,3000,0,503532,33000,0
100000,1,2.0,1.0,40,0,0,0,-1,-1,-1,99958,76554,58610,9779,12273,2701,2975,2789,9779,12273,3105,16828,-3,259875,47749,0
50000,2,3.0,1.0,61,0,0,0,0,0,2,20907,22236,23250,23564,30882,30242,1672,1686,1000,7764,0,1000,2,151081,13122,0
280000,1,1.0,1.0,34,-1,-1,-1,-2,-1,0,441,76,-21,-21,15237,7345,76,0,0,15258,36,0,-6,23057,15370,0
50000,2,2.0,1.0,22,0,0,0,0,0,0,47718,48719,47725,46467,14767,15085,2106,2200,2000,1000,700,800,0,220481,8806,0
50000,2,2.0,1.0,37,2,2,2,2,2,3,19068,19947,21124,21480,22822,22171,1500,1800,1000,2000,0,1000,13,126612,7300,1
50000,2,2.0,1.0,39,0,0,0,0,0,0,30049,30147,28703,28918,29126,28643,1800,1500,1142,1200,1200,1200,0,175586,8042,0
180000,2,1.0,1.0,40,1,-1,-1,-2,-2,-2,0,319,0,0,0,0,319,0,0,0,0,207,-7,319,526,1
10000,1,3.0,2.0,31,0,0,2,0,0,0,10119,10188,9089,9271,9618,8516,3000,0,295,459,1500,2000,2,56801,7254,0
20000,1,2.0,2.0,38,0,0,0,0,0,0,17760,19646,17922,18895,19325,19859,6500,2000,2000,1500,1000,1000,0,113407,14000,0
140000,1,2.0,2.0,44,0,0,0,0,0,0,108033,105021,107659,109104,109352,101534,4000,4537,3800,3823,3806,3511,0,640703,23477,0
360000,2,1.0,1.0,37,-1,-1,-1,-2,-2,-2,1568,2500,0,0,0,0,2500,0,0,0,0,0,-9,4068,2500,0
250000,2,2.0,1.0,31,0,0,0,0,0,0,42441,43061,29385,27677,86250,65710,4000,3000,901,63000,2700,2000,0,294524,75601,0
30000,1,2.0,2.0,33,0,0,0,0,0,0,29956,30536,30162,29819,14071,0,29000,1200,637,2000,0,0,0,134544,32837,0
360000,1,3.0,2.0,34,0,0,0,0,0,0,304883,301286,258122,255309,233946,235916,15000,9221,9225,8112,8369,9000,0,1589462,58927,0
180000,2,2.0,2.0,32,0,0,0,0,0,0,54797,56909,57466,58609,59828,59842,3000,2100,2100,2163,1000,2203,0,347451,12566,0
200000,2,1.0,2.0,28,-1,-1,-1,-1,-1,-1,18134,18410,1213,9095,18393,612,18410,1297,9113,18393,612,54856,-6,65857,102681,0
30000,1,1.0,2.0,26,4,3,2,0,0,-2,25899,25177,22768,18600,0,0,0,600,800,0,0,0,7,92444,1400,1
80000,2,1.0,2.0,24,0,0,0,0,0,0,47952,45713,46752,46375,46893,47872,1732,1771,1714,1632,1687,1749,0,281557,10285,0
200000,2,3.0,1.0,44,-2,-2,-2,-2,-2,-2,390,390,390,390,390,390,390,390,390,390,390,540,-12,2340,2490,0
280000,2,3.0,1.0,37,0,0,0,0,0,0,199046,184586,185067,177878,140710,81033,8200,7500,9000,6500,5000,2000,0,968320,38200,0
50000,1,2.0,2.0,24,0,0,-1,-1,0,0,14937,12171,3847,11117,6479,6187,3027,3858,11139,3009,3016,3008,-2,54738,27057,0
60000,2,1.0,2.0,24,0,0,0,0,0,0,18220,18743,17624,17457,21386,4340,1553,1200,349,5345,0,316,0,97770,8763,1
20000,1,3.0,2.0,57,2,0,0,2,3,2,9918,11442,15926,16668,16109,15709,2000,5000,1300,0,0,1000,9,85772,9300,0
50000,2,3.0,1.0,25,2,2,0,0,0,0,31097,30322,31142,29391,30099,28041,0,1833,1000,1000,10000,10000,4,180092,23833,1
100000,2,1.0,2.0,28,2,0,0,0,0,0,4523,7267,9967,19706,20378,22038,3000,3000,10000,1000,2000,4000,2,83879,23000,1
380000,2,1.0,2.0,27,0,0,0,0,0,0,44986,109142,43758,39106,37978,33428,70000,2014,1004,3000,2000,3302,0,308398,81320,0
140000,2,2.0,1.0,28,0,0,0,0,0,0,99296,89391,79173,43370,28850,17896,3205,2894,2000,1500,1000,2000,0,357976,12599,0
80000,2,2.0,1.0,37,0,0,0,0,0,0,63558,59812,68636,40659,32436,36658,2500,10000,3000,3000,5000,5000,0,301759,28500,0
20000,1,1.0,1.0,53,0,0,0,0,0,0,13605,14629,15640,15950,16130,17011,1249,1260,570,436,1150,1000,0,92965,5665,0
420000,2,1.0,1.0,45,1,-1,-1,-1,-1,-1,-34,10321,6244,2970,3608,3019,2686,6500,3004,3797,3103,4302,-4,26128,23392,0
50000,1,2.0,2.0,27,2,2,0,0,0,0,49079,47992,48502,49170,49891,50570,0,1842,1770,1751,3894,0,4,295204,9257,1
20000,1,2.0,1.0,38,0,0,0,0,0,-1,9269,10585,11608,12313,12848,800,1477,1500,1000,1500,800,800,-1,57423,7077,0
50000,2,1.0,2.0,33,0,0,2,2,2,2,25123,27773,28627,32708,31886,33808,3400,1600,4900,0,2600,1500,8,179925,14000,1
280000,2,1.0,1.0,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0
440000,2,1.0,1.0,37,-1,-1,-1,-1,-1,-1,5302,13333,686,-414,2736,12586,13333,1383,0,3150,13000,5500,-6,34229,36366,0
400000,2,1.0,2.0,35,-2,-2,-2,-2,-2,-2,4238,4329,6888,3519,77,927,5000,7013,3600,1500,1000,1000,-12,19978,19113,0
20000,1,2.0,1.0,33,1,2,0,0,2,2,4481,4261,5272,6685,6429,7225,0,1087,1500,0,900,0,7,34353,3487,0
20000,2,1.0,2.0,22,1,2,2,0,0,2,11087,11712,11164,11395,11927,9186,1100,0,289,594,0,50,7,66471,2033,0
50000,1,2.0,2.0,24,0,0,0,0,0,0,49144,20818,17890,18310,17931,18633,1500,1300,700,1000,1000,1000,0,142726,6500,0
50000,2,1.0,2.0,22,2,2,2,2,2,2,46035,46620,47341,45527,48358,47442,2000,1800,0,4100,0,2500,12,281323,10400,1
100000,2,2.0,1.0,58,2,2,0,0,0,0,87851,85594,87095,88357,77155,80108,0,3300,2839,3000,4000,2000,4,506160,15139,1
50000,1,1.0,1.0,33,0,0,2,0,0,0,40505,46745,45727,45515,45470,4220,6930,0,1200,155,3000,0,2,228182,11285,0
30000,2,2.0,1.0,35,1,-1,0,0,2,0,0,741,1775,3040,2843,3052,741,1034,1299,0,255,106,2,11451,3435,0
260000,1,1.0,2.0,31,0,0,0,0,0,0,102350,96133,90183,89846,101034,84152,4033,4000,4005,14066,3017,2736,0,563698,31857,0
230000,2,1.0,2.0,24,0,-1,-1,-1,-1,0,14979,2480,1434,1420,9225,19013,2480,1434,1420,9225,10000,15000,-4,48551,39559,0
120000,1,3.0,1.0,38,2,2,2,2,2,2,77468,78642,79757,80853,82715,84805,3000,3000,3000,3300,3600,2700,12,484240,18600,1
240000,2,3.0,1.0,55,0,0,0,0,0,0,216170,218809,226013,229014,178852,182547,8000,11000,9000,7000,7000,7200,0,1251405,49200,0
290000,2,2.0,1.0,49,-1,0,0,0,0,0,37246,36927,39769,35058,36965,38863,3000,3500,2500,2500,2500,2000,-1,224828,16000,0
180000,2,3.0,2.0,32,0,0,0,0,0,0,183512,172194,176105,171475,134590,133146,7700,8254,9600,4712,4995,5000,0,971022,40261,0
300000,2,1.0,2.0,36,1,-2,-2,-1,2,-1,-78,-78,-78,1222,1072,4689,0,0,1300,0,4689,0,-3,6749,5989,1
500000,1,2.0,2.0,32,0,0,0,0,0,-1,331751,254846,162969,142735,76989,106476,10558,7410,3068,94,106476,152,-1,1075766,127758,0
90000,2,3.0,1.0,44,-1,-1,3,2,-1,-1,421,9522,9223,8480,2181,2983,9422,0,79,2181,2991,2453,1,32810,17126,0
30000,2,1.0,2.0,24,-2,-2,-2,-2,-2,-2,0,0,0,745,0,0,0,0,745,0,0,930,-12,745,1675,0
90000,2,1.0,2.0,24,-1,-1,-2,-2,-2,-2,491,0,0,0,0,0,0,0,0,0,0,0,-10,491,0,0
440000,2,1.0,2.0,33,-1,-1,-1,-1,-1,-1,304,301,850,10799,746,600,301,850,10819,746,600,4238,-6,13600,17554,0
150000,2,2.0,1.0,28,0,0,0,0,0,0,99294,96094,97642,70371,72257,72536,5008,5000,2499,3000,2789,2439,0,508194,20735,0
110000,2,2.0,1.0,35,0,0,0,0,0,0,114023,102850,66639,57595,58814,60086,4097,3360,2100,2100,2200,3000,0,460007,16857,1
60000,2,2.0,2.0,36,0,0,0,0,0,0,57724,56597,50766,47022,31606,30820,2000,5015,2000,3000,1300,1500,0,274535,14815,0
80000,2,2.0,1.0,49,-1,2,-1,-1,-1,0,2222,390,390,390,721,331,0,390,390,721,0,461,-2,4444,1962,1
50000,2,2.0,1.0,39,0,0,0,0,0,0,47407,37716,30873,24659,15849,8540,2039,1400,1612,0,0,0,0,165044,5051,0
450000,1,2.0,1.0,46,-1,-1,-1,-1,-1,-1,130,1926,15671,18552,24222,32867,1926,15671,18574,24231,32885,9343,-6,93368,102630,0
50000,2,3.0,1.0,42,0,0,0,0,0,0,44332,25913,19057,18788,18108,15256,8802,1500,2000,1000,2000,2000,0,141454,17302,0
80000,2,2.0,1.0,40,1,2,0,0,2,0,63340,53262,39422,33954,29070,27785,6,2006,4000,0,1118,3000,5,246833,10130,0
50000,1,2.0,1.0,26,1,4,3,2,2,3,13294,12799,12311,11816,14014,13506,0,0,0,2394,0,0,15,77740,2394,1
230000,2,2.0,2.0,37,2,-1,2,2,-1,0,535,3881,2297,-3,3044,2424,3888,16,0,3047,12,0,4,12178,6963,0
520000,2,1.0,2.0,35,0,0,0,0,0,0,60912,56728,55758,57911,54152,43108,7000,5000,5004,5000,5000,5031,0,328569,32035,0
230000,2,1.0,1.0,42,-1,-1,-1,-1,-2,-2,7338,-15,4685,1925,2347,0,15,4700,1925,2347,0,0,-8,16280,8987,0
260000,2,1.0,1.0,40,-2,-2,-2,-2,-2,-2,2095,781,3985,942,-18,3739,785,4004,946,0,3757,6119,-12,11524,15611,0
120000,2,1.0,2.0,25,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,1
400000,1,2.0,1.0,39,0,0,0,0,0,0,399099,272898,202937,169138,144434,124802,15395,10232,12115,6285,11106,3124,0,1313308,58257,0
120000,2,1.0,2.0,34,0,0,0,2,2,2,105356,107588,115372,112027,119702,121650,3931,9600,0,9500,4100,0,6,681695,27131,1
150000,1,1.0,2.0,33,0,0,0,0,0,-2,26739,32939,34300,35100,-1200,-1200,7000,2500,1000,0,0,0,-2,126678,10500,0
70000,2,2.0,2.0,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,5106,4026,755,1029,5303,0,151194,19222,1
170000,1,3.0,1.0,48,0,0,0,0,0,0,170845,171762,170464,127364,127024,125341,6800,7790,4587,4675,4525,4497,0,892800,32874,0
450000,1,1.0,1.0,42,-1,2,-1,-1,-1,-2,3566,240,1718,2284,-561,-1477,0,2000,2300,0,590,0,-4,5770,4890,1
100000,2,2.0,1.0,33,0,0,0,0,0,0,92189,88832,89762,77986,71031,66983,3252,3215,2792,1881,1945,2184,0,486783,15269,0
90000,2,1.0,2.0,24,2,2,2,2,0,0,14085,13558,12193,12986,11831,12488,0,2000,1300,700,1000,3500,8,77141,8500,1
310000,1,1.0,1.0,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,0,0
230000,1,2.0,1.0,46,0,0,0,0,0,0,117255,109450,109794,109143,107996,109230,5400,5505,5505,4000,4500,5000,0,662868,29910,0
280000,1,1.0,2.0,32,-2,-2,-2,-2,-2,-2,19668,1000,3186,44932,2100,0,1000,3186,45028,2100,0,0,-12,70886,51314,0
160000,2,1.0,1.0,31,2,2,2,0,0,0,147710,151368,147184,149053,136809,140678,7501,0,5790,4825,6000,5354,6,872802,29470,0
70000,2,2.0,1.0,53,0,0,-1,-1,-2,-2,24645,0,14000,0,0,0,0,14000,0,0,0,0,-6,38645,14000,0
60000,2,1.0,2.0,28,2,2,2,2,2,2,22343,24678,25079,24380,26022,26542,3000,1100,0,2200,1100,1000,12,149044,8400,1
110000,2,3.0,1.0,42,0,0,0,0,0,0,116292,118781,121030,119267,116142,113887,5836,5780,5000,4206,5000,5000,0,705399,30822,0
60000,2,2.0,1.0,30,0,0,0,0,0,0,65460,64128,62736,59133,57662,53059,2299,2232,2152,2226,1908,1933,0,362178,12750,1
250000,2,2.0,2.0,33,0,0,0,0,0,0,255223,47070,48130,49625,51500,0,1600,1650,2100,3000,0,94825,0,451548,103175,1
140000,1,1.0,2.0,27,0,0,0,0,0,0,130905,122390,122024,112367,67820,66595,6067,6723,4069,5000,3200,3000,0,622101,28059,0
270000,1,1.0,2.0,36,0,0,0,2,0,0,78630,68921,46512,40335,37165,22156,10076,4018,14,2051,2000,0,2,293719,18159,0
140000,2,1.0,1.0,45,-1,-1,-1,-1,-1,-1,316,316,316,316,632,150,316,316,316,632,150,316,-6,2046,2046,0
100000,1,2.0,2.0,28,0,0,0,0,0,0,72610,72596,74331,75491,78244,77478,3500,3500,3000,4000,3000,3000,0,450750,20000,0
320000,2,2.0,1.0,33,0,0,0,0,0,0,324160,295866,226752,222278,224190,226836,10067,11000,5000,4519,2646,21457,0,1520082,54689,0
310000,2,1.0,1.0,39,-1,-1,-1,-1,0,0,3803,678,3050,9080,4990,4940,681,3072,9100,23,4964,1676,-4,26541,19516,0
20000,1,2.0,2.0,24,2,2,0,0,2,0,15166,14638,15582,17809,17385,18437,0,1500,2500,0,1500,1500,6,99017,7000,1
300000,2,3.0,1.0,28,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,-6,2340,2340,1
230000,2,2.0,1.0,48,0,0,0,0,0,0,344458,320215,298031,272103,205797,179247,11000,12500,11000,7000,36700,6650,0,1619851,84850,0
260000,2,2.0,1.0,28,0,0,0,0,-1,0,251811,256753,143240,150000,14098,28736,9388,5000,10000,14098,15000,15000,-1,844638,68486,0
100000,2,3.0,1.0,42,-1,2,2,-2,-2,-2,7689,2052,1281,3770,2056,5628,0,1281,3786,2056,5634,6013,-3,22476,18770,0
140000,1,1.0,2.0,29,0,0,0,0,0,0,137708,140804,137635,97928,99634,101020,5730,5200,3100,3200,3400,3300,0,714729,23930,0
80000,2,3.0,2.0,32,0,0,0,0,0,0,77385,79038,80899,79387,81593,80254,2900,3200,3000,3500,3100,6200,0,478556,21900,0
140000,1,1.0,2.0,32,-1,-1,-2,-1,0,-1,12319,0,0,61,561,528,0,0,61,500,528,498,-6,13469,1587,0
280000,2,1.0,2.0,31,2,-1,-1,-2,-2,-2,103,168,0,0,0,0,168,0,0,0,0,0,-6,271,168,0
50000,1,3.0,2.0,48,0,0,0,0,0,-1,79681,79989,76394,24873,-2132,28561,3200,2581,1200,2070,31500,1200,-1,287366,41751,0
70000,2,2.0,1.0,38,0,0,0,0,0,0,59195,37953,34689,35700,36252,37008,2195,1881,1892,1444,1490,1344,0,240797,10246,0
50000,1,2.0,2.0,54,0,0,0,0,-2,-1,72374,81665,67450,0,0,16271,15000,2650,0,0,16271,2000,-3,237760,35921,0
120000,2,2.0,2.0,30,0,0,0,0,0,0,104801,100502,86478,81902,78616,80307,4000,2960,3833,2855,3000,3000,0,532606,19648,0
250000,1,3.0,1.0,42,0,0,-2,-2,-2,-2,41300,0,0,0,0,0,0,0,0,0,0,0,-8,41300,0,0
360000,2,3.0,1.0,42,-1,-1,-1,-1,-1,-1,9152,6329,21830,5469,9057,312,6361,22236,5682,9147,313,6548,-6,52149,50287,0
70000,2,2.0,2.0,31,0,0,0,0,0,0,64888,64454,103298,50978,51374,52453,2127,2151,2500,1836,1904,1915,0,387445,12433,0
50000,1,3.0,1.0,54,0,0,0,-1,-1,0,50356,48981,47942,1261,17147,16609,2000,1120,1300,17147,1000,1000,-2,182296,23567,0
270000,2,1.0,2.0,29,-2,-2,-2,-2,-2,-2,990,5850,0,0,0,0,5850,0,0,0,0,0,-12,6840,5850,0
220000,2,2.0,2.0,31,2,2,2,2,0,0,182176,176797,187033,171021,167789,168417,0,14179,0,7000,10000,12000,8,1053233,43179,1
190000,2,1.0,2.0,38,0,0,0,0,0,0,77720,79417,81326,81650,83354,85163,3774,3799,2874,2970,3138,3054,0,488630,19609,0
210000,2,1.0,2.0,29,-2,-2,-2,-2,-2,-2,10692,-3,-3,-3,650,1850,0,0,0,653,1859,1411,-12,13183,3923,0
30000,2,2.0,2.0,22,2,0,0,0,0,3,18796,20489,22142,25438,28453,27699,2000,2000,4000,3600,0,2200,5,143017,13800,1
140000,2,2.0,1.0,46,-1,-1,-1,-1,-1,-1,264,1024,264,1024,264,264,1024,528,1024,264,264,414,-6,3104,3518,0
200000,2,2.0,2.0,34,0,0,0,0,0,0,30833,34322,36725,36749,40138,42459,4000,3000,3000,4000,3000,3000,0,221226,20000,0
80000,1,2.0,2.0,43,0,0,0,-2,-2,-2,70479,71900,0,0,0,0,3300,0,0,0,0,390,-6,142379,3690,0
90000,2,2.0,2.0,24,1,2,0,0,0,0,88550,78892,75808,63362,65300,67248,3000,3500,3000,3000,3000,5000,3,439160,20500,1
30000,1,2.0,2.0,29,7,6,5,4,3,2,33666,32875,32101,31071,30136,28496,0,0,0,0,0,1642,27,188345,1642,1
170000,1,2.0,2.0,31,0,0,0,0,0,0,24581,25611,26631,27383,27801,31337,1728,1748,1500,1011,4000,0,0,163344,9987,0
450000,2,1.0,2.0,36,1,-2,-1,-1,-1,-2,5909,964,613,1797,679,10643,968,615,1834,682,10697,30451,-6,20605,45247,0
500000,1,1.0,2.0,29,0,0,0,0,0,0,367965,412023,445007,542653,483003,473944,55000,40000,38000,20239,13750,13770,0,2724595,180759,0
40000,1,2.0,1.0,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0
50000,2,2.0,2.0,22,-2,-1,0,0,0,0,836,10214,10057,9221,8808,3861,10214,2000,0,423,3861,3665,-3,42997,20163,0
360000,1,2.0,2.0,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,1
50000,2,2.0,1.0,31,0,0,0,0,0,0,45614,44187,29253,14199,14965,15712,2450,2100,1000,1000,1000,1000,0,163930,8550,1
100000,2,2.0,2.0,30,0,0,0,0,0,0,85841,74564,78351,79030,56016,36210,4000,5000,3006,2023,3000,1500,0,410012,18529,0
100000,2,2.0,2.0,26,2,2,2,2,2,2,30067,36705,35847,37939,38619,37868,7500,0,3500,1600,0,1600,12,217045,14200,1
380000,1,1.0,1.0,39,-1,-1,-2,-1,-1,-2,6347,0,0,46350,0,0,0,0,46350,0,0,24000,-8,52697,70350,1
50000,2,2.0,1.0,34,-2,-1,0,0,0,0,50680,50655,50710,50503,40140,-21364,50702,2033,1776,2000,29000,59901,-3,221324,145412,0
220000,1,1.0,2.0,30,2,0,0,0,0,0,84630,87604,89687,90889,91892,93815,5000,5000,4200,4000,4000,5000,2,538517,27200,0
130000,2,3.0,1.0,39,0,0,2,0,0,0,91982,99328,96898,97990,100160,102190,8900,0,3600,3800,3800,5000,2,588548,25100,1
50000,1,2.0,2.0,27,0,0,0,0,0,0,19657,20723,21784,22794,23115,23752,1700,1700,1679,1000,1010,1400,0,131825,8489,0
240000,2,2.0,2.0,35,0,0,0,-2,-2,-2,15750,12891,0,0,0,0,1005,0,0,0,0,0,-6,28641,1005,0
50000,2,1.0,1.0,35,-1,0,0,0,0,0,50202,39765,14565,15421,16061,4344,1200,5000,1500,1000,500,2000,-1,140358,11200,0
150000,1,1.0,1.0,51,0,0,0,0,0,0,149640,146178,133811,122606,107726,1200,6000,3857,12000,20000,0,14500,0,661161,56357,0
30000,1,2.0,1.0,35,-2,-1,-1,-1,-1,-2,7797,2687,8762,3377,2000,0,2687,8765,3390,2040,0,0,-8,24623,16882,0
500000,1,2.0,2.0,44,-2,-2,-1,0,0,-2,26697,26319,79424,77920,55625,30092,1131,150042,4790,3236,866,630,-7,296077,160695,0
20000,1,2.0,2.0,37,0,0,0,0,0,0,20009,20602,21255,19105,19609,19283,1700,1600,1200,1000,900,1000,0,119863,7400,0
170000,2,2.0,1.0,52,0,0,0,0,0,0,168516,168529,169956,119844,117944,118163,6791,7333,4218,4269,4481,4144,0,862952,31236,0
280000,2,2.0,2.0,39,0,0,0,0,0,0,123997,126272,126953,106551,99592,100607,5600,5400,5006,3250,3400,3500,0,683972,26156,0
200000,2,2.0,2.0,33,-1,2,2,-2,-2,-1,10111,2900,0,0,0,4549,0,0,0,0,4549,0,-2,17560,4549,0
50000,2,3.0,1.0,52,1,-2,-2,-1,-1,-1,0,0,0,831,138,658,0,0,831,138,658,0,-6,1627,1627,0
300000,2,3.0,1.0,27,-1,-1,-1,-1,-1,-1,1890,1570,390,390,390,390,1570,390,390,390,390,1890,-6,5020,5020,0
80000,2,1.0,2.0,27,-1,-1,-1,-1,-2,-2,5060,0,3885,0,0,0,0,3885,0,0,0,860,-8,8945,4745,0
20000,1,2.0,1.0,41,1,-1,-1,-1,0,0,0,3793,1100,17982,18166,0,3793,1103,17982,384,8,17839,-2,41041,41109,0
30000,2,3.0,1.0,29,0,0,2,2,2,2,10456,13164,12668,15038,14502,15501,3200,0,2905,0,1386,0,8,81329,7491,1
20000,1,2.0,2.0,24,1,2,-1,0,-1,-1,12060,11047,780,390,12246,12409,0,780,0,12246,911,0,0,48932,13937,0
200000,2,2.0,2.0,26,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,0,0
340000,1,2.0,1.0,49,0,0,0,0,0,0,317686,302986,263928,260916,257001,210033,17000,18000,13000,12000,12000,8000,0,1612550,80000,0
150000,2,2.0,1.0,37,-2,-2,-2,-2,-2,-2,0,0,0,283,0,0,0,0,283,0,0,0,-12,283,283,0
170000,1,1.0,1.0,40,0,0,0,0,2,0,158326,119426,109136,106882,99917,97133,6043,4037,10019,9,3480,4635,2,690820,28223,0
50000,1,3.0,2.0,24,1,2,2,0,0,0,52354,52651,51056,49515,42189,19938,2211,0,2174,2000,6473,0,5,267703,12858,1
20000,1,1.0,2.0,50,0,0,0,-1,-1,-1,11462,9804,1436,363,363,-417,1212,1000,400,0,0,2000,-3,23011,4612,0
70000,1,2.0,1.0,43,0,0,-1,-1,-1,0,16186,3680,4540,39994,6844,12308,2000,4540,39994,6850,10000,13000,-3,83552,76384,0
130000,2,1.0,2.0,30,1,-2,-2,-2,-2,-2,-915,-915,-915,-915,-915,-1070,0,0,0,0,0,0,-9,-5645,0,0
360000,1,2.0,1.0,30,-1,-1,-1,-1,-1,-1,1431,3914,-15,3041,21801,3837,3933,0,3056,21910,3856,31772,-6,34009,64527,0
500000,1,1.0,2.0,31,-2,-2,-2,-2,-2,-2,26760,747,2652,-11,-213,-213,750,2676,1,0,0,0,-12,29722,3427,0
90000,2,2.0,2.0,25,0,0,0,0,0,0,78651,79972,81415,81878,83206,85350,3600,3805,3100,3200,4100,2500,0,490472,20305,1
240000,2,1.0,2.0,36,0,0,2,0,0,2,176035,196664,192140,194357,205637,202417,25228,0,6947,14402,33,7167,4,1167250,53777,0
50000,2,2.0,2.0,51,0,0,0,0,0,0,24202,23664,21780,22722,21907,2917,1340,1402,1344,1002,58,29,0,117192,5175,0
10000,2,1.0,2.0,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0
150000,2,1.0,2.0,29,0,0,0,0,0,0,145138,140210,136196,105989,98836,94504,5200,7982,4500,4048,3800,3818,0,720873,29348,0
50000,1,3.0,1.0,41,0,0,0,0,0,0,13868,13060,11151,7921,6949,4716,1227,1073,230,241,138,1191,0,57665,4100,0
